City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
191,sur,22.5667,59.5289,305.27,54,88,3.23,OM,1693109354
192,al jawf,29.5,38.75,297.41,52,0,4.24,SA,1693109355
193,faqirwali,29.4663,73.034,306.38,46,27,6.96,PK,1693109355
194,nguigmi,14.2495,13.1092,303.75,50,100,6.46,NE,1693109355
195,orting,47.0979,-122.2043,297.56,61,75,0.0,US,1693109355
196,china,25.7,-99.2333,299.8,73,100,4.34,MX,1693109356
197,phongsali,21.6833,102.1058,296.58,69,88,1.61,LA,1693109356
198,dunedin,-45.8742,170.5036,278.6,81,93,2.68,NZ,1693109113
199,thompson,55.7435,-97.8558,291.54,61,92,5.08,CA,1693109356
200,okha,53.5739,142.9478,291.06,52,100,2.45,RU,1693109357
201,terrace,54.5163,-128.6035,296.05,66,21,0.84,CA,1693109357
202,pisco,-13.7,-76.2167,292.18,82,100,5.14,PE,1693109357
203,tyumentsevo,53.3224,81.498,291.52,68,100,2.91,RU,1693109358
204,leava,-14.3,-178.1667,299.67,79,98,11.0,WF,1693109223
205,bodaybo,57.8506,114.1933,297.42,51,3,0.37,RU,1693109358
206,sheridan,44.8333,-106.9173,294.65,64,0,2.06,US,1693109359
207,coracao de jesus,-16.6853,-44.365,295.51,67,91,0.56,BR,1693109359
208,rongelap,11.1635,166.8941,300.45,79,100,5.31,MH,1693109359
209,milford haven,51.7128,-5.0341,287.38,90,65,6.91,GB,1693109360
210,praia da vitoria,38.7333,-27.0667,295.24,86,95,6.86,PT,1693109360
211,zhosaly,45.4878,64.0781,293.68,52,14,5.28,KZ,1693109177
212,mersing,2.4312,103.8405,303.9,61,92,2.44,MY,1693109121
213,kannur,11.8675,75.3576,301.63,72,90,1.42,IN,1693109361
214,okhotsk,59.3833,143.3,293.22,51,14,4.04,RU,1693109361
215,kyaikkami,16.08,97.5675,299.45,83,100,5.11,MM,1693109362
216,tura,25.5198,90.2201,297.93,96,100,2.32,IN,1693109362
217,sinop,41.7711,34.8709,290.83,51,0,2.26,TR,1693109362
218,ha'il,27.5219,41.6907,303.14,17,6,0.9,SA,1693109362
219,dudinka,69.4058,86.1778,286.83,73,9,7.63,RU,1693109363
220,lompoc,34.6391,-120.4579,290.94,93,100,3.6,US,1693109363
221,shenkursk,62.1091,42.896,280.93,95,100,4.56,RU,1693109364
222,port elizabeth,-33.918,25.5701,284.44,73,36,5.64,ZA,1693109365
223,ocean city,39.2776,-74.5746,296.48,90,25,0.89,US,1693109365
224,montepuez,-13.1256,38.9997,291.9,93,29,2.35,MZ,1693109365
225,aso,32.9551,131.0967,302.58,76,48,0.89,JP,1693109366
226,inari,68.906,27.0288,281.26,89,14,1.16,FI,1693109366
227,ghadamis,30.1337,9.5007,302.62,27,28,4.22,LY,1693109367
228,revuca,48.6835,20.1173,292.63,80,57,0.37,SK,1693109367
229,atlanta,33.749,-84.388,302.44,74,0,0.45,US,1693109114
230,egersund,58.4513,5.9997,284.87,89,31,1.82,NO,1693109367
