City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
349,kiunga,-6.1219,141.2906,295.75,98,99,2.21,PG,1693134860
350,zyryanovsk,49.7386,84.2719,306.42,23,85,2.63,KZ,1693134861
351,badger,64.8,-147.5333,290.08,82,100,2.57,US,1693134861
352,lospalos,-8.5186,127.0025,294.08,75,61,4.15,TL,1693134801
353,caleta de carquin,-11.0925,-77.6267,291.5,85,56,3.23,PE,1693134862
354,petropavlovsk-kamchatsky,53.0452,158.6483,285.25,93,79,1.23,RU,1693134567
355,horta,38.5333,-28.6333,297.6,76,20,8.23,PT,1693134863
356,freetown,8.484,-13.2299,301.24,74,78,3.95,SL,1693134669
357,punta cana,18.5818,-68.4043,298.02,88,40,0.0,DO,1693134731
358,alesund,62.4723,6.1549,290.79,94,75,4.63,NO,1693134864
359,olinda,-8.0089,-34.8553,299.0,94,75,1.03,BR,1693134864
360,yemetsk,63.4721,41.7941,285.09,72,99,3.51,RU,1693134864
361,manzhouli,49.6,117.4333,290.56,51,100,5.97,CN,1693134865
362,yeraliyev,43.2,51.65,298.53,36,1,5.64,KZ,1693134865
